Rule_Number,Job_Name,Rule_Execution,Program_Type,Module_Name,Sub_Module,Input_File,Input_File_Layout,Input_File_Length,Output_File,Output_File_Layout,Business_Rule_Category,Linkage_Columns,Detailed_Business_Rule,SQL_Decision_Control_Statements,SQL_Function,Code_Reference,Bounded_Context,DB2_Table_Name,Review_Comments
BR-CBADMCDJ-041,CBADMCDJ,41,JCL,DFHCSDUP,STEP1.SYSIN,SYSIN,N/A (free-format DFHCSDUP control deck),N/A,DFHCSD,N/A (binary CSD VSAM file),Error-Handling,N/A,"Registers a COBOL program named COTRNVWC with CICS as ""TRANSACTION REPORT"" under group CARDDEMO. However, the source program COTRNVWC.cbl is not present in the application source tree, meaning the registration creates a CICS catalog entry pointing to a load module that may not exist. Any transaction routed to this program will fail at execution time with an AEY9 abend (program not found in load library).",DEFINE PROGRAM(COTRNVWC) GROUP(CARDDEMO) DA(ANY)\n       DESCRIPTION(TRANSACTION REPORT),N/A,120-121,Dangling Reference,N/A,HIGH SEVERITY: Source program COTRNVWC.cbl missing from app/cbl/ - registration cannot be honored at runtime; obtain source or remove DEFINE before deployment
BR-CBADMCDJ-042,CBADMCDJ,42,JCL,DFHCSDUP,STEP1.SYSIN,SYSIN,N/A (free-format DFHCSDUP control deck),N/A,DFHCSD,N/A (binary CSD VSAM file),Error-Handling,N/A,"Registers a COBOL program named COTRNVDC with CICS as ""TRANSACTION DETAILS"" under group CARDDEMO. However, the source program COTRNVDC.cbl is not present in the application source tree, meaning the registration creates a CICS catalog entry pointing to a load module that may not exist. Any transaction routed to this program will fail at execution time with an AEY9 abend (program not found in load library).",DEFINE PROGRAM(COTRNVDC) GROUP(CARDDEMO) DA(ANY)\n       DESCRIPTION(TRANSACTION DETAILS),N/A,122-123,Dangling Reference,N/A,HIGH SEVERITY: Source program COTRNVDC.cbl missing from app/cbl/ - registration cannot be honored at runtime; obtain source or remove DEFINE before deployment
BR-CBADMCDJ-043,CBADMCDJ,43,JCL,DFHCSDUP,STEP1.SYSIN,SYSIN,N/A (free-format DFHCSDUP control deck),N/A,DFHCSD,N/A (binary CSD VSAM file),Error-Handling,N/A,"Registers a COBOL program named COTRNATC with CICS as ""ADD TRANSACTIONS"" under group CARDDEMO. However, the source program COTRNATC.cbl is not present in the application source tree, meaning the registration creates a CICS catalog entry pointing to a load module that may not exist. Any transaction routed to this program will fail at execution time with an AEY9 abend (program not found in load library).",DEFINE PROGRAM(COTRNATC) GROUP(CARDDEMO) DA(ANY)\n       DESCRIPTION(ADD TRANSACTIONS),N/A,124-125,Dangling Reference,N/A,HIGH SEVERITY: Source program COTRNATC.cbl missing from app/cbl/ - registration cannot be honored at runtime; obtain source or remove DEFINE before deployment
BR-CBADMCDJ-044,CBADMCDJ,44,JCL,DFHCSDUP,STEP1.SYSIN,SYSIN,N/A (free-format DFHCSDUP control deck),N/A,DFHCSD,N/A (binary CSD VSAM file),Initialization,N/A,Registers the COBOL program COBIL00C (BILL PAY) with the CICS region under group CARDDEMO. The data location is set to ANY-storage to support 31-bit addressing. CICS will load the program from the COM2DOLL library at first invocation.,DEFINE PROGRAM(COBIL00C) GROUP(CARDDEMO) DA(ANY)\n       DESCRIPTION(BILL PAY),N/A,127-128,CICS Resource Registration,N/A,None
BR-CBADMCDJ-045,CBADMCDJ,45,JCL,DFHCSDUP,STEP1.SYSIN,SYSIN,N/A (free-format DFHCSDUP control deck),N/A,DFHCSD,N/A (binary CSD VSAM file),Error-Handling,N/A,"Registers a COBOL program named COADM00C with CICS as ""ADMIN MENU"" under group CARDDEMO associated with transaction identifier CCAD. However, the source program COADM00C.cbl is not present in the application source tree, meaning the registration creates a CICS catalog entry pointing to a load module that may not exist. Any transaction routed to this program will fail at execution time with an AEY9 abend (program not found in load library).",DEFINE PROGRAM(COADM00C) GROUP(CARDDEMO) DA(ANY)\n       DESCRIPTION(ADMIN MENU)\n       TRANSID(CCAD),N/A,130-132,Dangling Reference,N/A,HIGH SEVERITY: Source program COADM00C.cbl missing from app/cbl/ - registration cannot be honored at runtime; obtain source or remove DEFINE before deployment
BR-CBADMCDJ-046,CBADMCDJ,46,JCL,DFHCSDUP,STEP1.SYSIN,SYSIN,N/A (free-format DFHCSDUP control deck),N/A,DFHCSD,N/A (binary CSD VSAM file),Error-Handling,N/A,"Registers a COBOL program named COTSTP1C with CICS as ""PGM1 TEST"" under group CARDDEMO associated with transaction identifier CCT1. However, the source program COTSTP1C.cbl is not present in the application source tree, meaning the registration creates a CICS catalog entry pointing to a load module that may not exist. Any transaction routed to this program will fail at execution time with an AEY9 abend (program not found in load library).",DEFINE PROGRAM(COTSTP1C) GROUP(CARDDEMO) DA(ANY)\n       DESCRIPTION(PGM1 TEST)\n       TRANSID(CCT1),N/A,134-136,Dangling Reference,N/A,HIGH SEVERITY: Source program COTSTP1C.cbl missing from app/cbl/ - registration cannot be honored at runtime; obtain source or remove DEFINE before deployment
BR-CBADMCDJ-047,CBADMCDJ,47,JCL,DFHCSDUP,STEP1.SYSIN,SYSIN,N/A (free-format DFHCSDUP control deck),N/A,DFHCSD,N/A (binary CSD VSAM file),Error-Handling,N/A,"Registers a COBOL program named COTSTP2C with CICS as ""PGM2 TEST"" under group CARDDEMO associated with transaction identifier CCT2. However, the source program COTSTP2C.cbl is not present in the application source tree, meaning the registration creates a CICS catalog entry pointing to a load module that may not exist. Any transaction routed to this program will fail at execution time with an AEY9 abend (program not found in load library).",DEFINE PROGRAM(COTSTP2C) GROUP(CARDDEMO) DA(ANY)\n       DESCRIPTION(PGM2 TEST)\n       TRANSID(CCT2),N/A,137-139,Dangling Reference,N/A,HIGH SEVERITY: Source program COTSTP2C.cbl missing from app/cbl/ - registration cannot be honored at runtime; obtain source or remove DEFINE before deployment
BR-CBADMCDJ-048,CBADMCDJ,48,JCL,DFHCSDUP,STEP1.SYSIN,SYSIN,N/A (free-format DFHCSDUP control deck),N/A,DFHCSD,N/A (binary CSD VSAM file),Error-Handling,N/A,"Registers a COBOL program named COTSTP3C with CICS as ""PGM1 TEST"" under group CARDDEMO associated with transaction identifier CCT3. However, the source program COTSTP3C.cbl is not present in the application source tree, meaning the registration creates a CICS catalog entry pointing to a load module that may not exist. Any transaction routed to this program will fail at execution time with an AEY9 abend (program not found in load library).",DEFINE PROGRAM(COTSTP3C) GROUP(CARDDEMO) DA(ANY)\n       DESCRIPTION(PGM1 TEST)\n       TRANSID(CCT3),N/A,140-142,Dangling Reference,N/A,HIGH SEVERITY: Source program COTSTP3C.cbl missing from app/cbl/ - registration cannot be honored at runtime; obtain source or remove DEFINE before deployment; Documentation typo: DESCRIPTION says PGM1 TEST but TRANSID is CCT3 (should be PGM3 TEST) - copy-paste defect; HIGH SEVERITY because source program missing
BR-CBADMCDJ-049,CBADMCDJ,49,JCL,DFHCSDUP,STEP1.SYSIN,SYSIN,N/A (free-format DFHCSDUP control deck),N/A,DFHCSD,N/A (binary CSD VSAM file),Error-Handling,N/A,"Registers a COBOL program named COTSTP4C with CICS as ""PGM4 TEST"" under group CARDDEMO associated with transaction identifier CCT4. However, the source program COTSTP4C.cbl is not present in the application source tree, meaning the registration creates a CICS catalog entry pointing to a load module that may not exist. Any transaction routed to this program will fail at execution time with an AEY9 abend (program not found in load library).",DEFINE PROGRAM(COTSTP4C) GROUP(CARDDEMO) DA(ANY)\n       DESCRIPTION(PGM4 TEST)\n       TRANSID(CCT4),N/A,143-145,Dangling Reference,N/A,HIGH SEVERITY: Source program COTSTP4C.cbl missing from app/cbl/ - registration cannot be honored at runtime; obtain source or remove DEFINE before deployment
BR-CBADMCDJ-050,CBADMCDJ,50,JCL,DFHCSDUP,STEP1.SYSIN,SYSIN,N/A (free-format DFHCSDUP control deck),N/A,DFHCSD,N/A (binary CSD VSAM file),Error-Handling,"TRANSID=CCDM,PROGRAM=COADM00C","Defines CICS transaction identifier CCDM bound to program COADM00C for the Admin Menu functionality, with task data above the line (TASKDATAL=ANY) for 31-bit addressing. End users invoke this transaction by typing CCDM on the CICS panel; CICS locates the bound program in group CARDDEMO and dispatches control. The bound program COADM00C has no source in app/cbl/, so this transaction will fail at runtime.",DEFINE TRANSACTION(CCDM) GROUP(CARDDEMO)\n                PROGRAM(COADM00C) TASKDATAL(ANY),N/A,147-148,Dangling Reference,N/A,HIGH SEVERITY: Source program COADM00C.cbl missing from app/cbl/ - registration cannot be honored at runtime; obtain source or remove DEFINE before deployment; Multi-program CALL chain via TRANSID dispatching - identify as microservice or Step Function boundary in target architecture
BR-CBADMCDJ-051,CBADMCDJ,51,JCL,DFHCSDUP,STEP1.SYSIN,SYSIN,N/A (free-format DFHCSDUP control deck),N/A,DFHCSD,N/A (binary CSD VSAM file),Error-Handling,"TRANSID=CCT1,PROGRAM=COTSTP1C","Defines CICS transaction identifier CCT1 bound to program COTSTP1C for the Test Program 1 functionality, with task data above the line (TASKDATAL=ANY) for 31-bit addressing. End users invoke this transaction by typing CCT1 on the CICS panel; CICS locates the bound program in group CARDDEMO and dispatches control. The bound program COTSTP1C has no source in app/cbl/, so this transaction will fail at runtime.",DEFINE TRANSACTION(CCT1) GROUP(CARDDEMO)\n                PROGRAM(COTSTP1C) TASKDATAL(ANY),N/A,150-151,Dangling Reference,N/A,HIGH SEVERITY: Source program COTSTP1C.cbl missing from app/cbl/ - registration cannot be honored at runtime; obtain source or remove DEFINE before deployment; Multi-program CALL chain via TRANSID dispatching - identify as microservice or Step Function boundary in target architecture
BR-CBADMCDJ-052,CBADMCDJ,52,JCL,DFHCSDUP,STEP1.SYSIN,SYSIN,N/A (free-format DFHCSDUP control deck),N/A,DFHCSD,N/A (binary CSD VSAM file),Error-Handling,"TRANSID=CCT2,PROGRAM=COTSTP2C","Defines CICS transaction identifier CCT2 bound to program COTSTP2C for the Test Program 2 functionality, with task data above the line (TASKDATAL=ANY) for 31-bit addressing. End users invoke this transaction by typing CCT2 on the CICS panel; CICS locates the bound program in group CARDDEMO and dispatches control. The bound program COTSTP2C has no source in app/cbl/, so this transaction will fail at runtime.",DEFINE TRANSACTION(CCT2) GROUP(CARDDEMO)\n                PROGRAM(COTSTP2C) TASKDATAL(ANY),N/A,152-153,Dangling Reference,N/A,HIGH SEVERITY: Source program COTSTP2C.cbl missing from app/cbl/ - registration cannot be honored at runtime; obtain source or remove DEFINE before deployment; Multi-program CALL chain via TRANSID dispatching - identify as microservice or Step Function boundary in target architecture
BR-CBADMCDJ-053,CBADMCDJ,53,JCL,DFHCSDUP,STEP1.SYSIN,SYSIN,N/A (free-format DFHCSDUP control deck),N/A,DFHCSD,N/A (binary CSD VSAM file),Error-Handling,"TRANSID=CCT3,PROGRAM=COTSTP3C","Defines CICS transaction identifier CCT3 bound to program COTSTP3C for the Test Program 3 functionality, with task data above the line (TASKDATAL=ANY) for 31-bit addressing. End users invoke this transaction by typing CCT3 on the CICS panel; CICS locates the bound program in group CARDDEMO and dispatches control. The bound program COTSTP3C has no source in app/cbl/, so this transaction will fail at runtime.",DEFINE TRANSACTION(CCT3) GROUP(CARDDEMO)\n                PROGRAM(COTSTP3C) TASKDATAL(ANY),N/A,154-155,Dangling Reference,N/A,HIGH SEVERITY: Source program COTSTP3C.cbl missing from app/cbl/ - registration cannot be honored at runtime; obtain source or remove DEFINE before deployment; Multi-program CALL chain via TRANSID dispatching - identify as microservice or Step Function boundary in target architecture
BR-CBADMCDJ-054,CBADMCDJ,54,JCL,DFHCSDUP,STEP1.SYSIN,SYSIN,N/A (free-format DFHCSDUP control deck),N/A,DFHCSD,N/A (binary CSD VSAM file),Error-Handling,"TRANSID=CCT4,PROGRAM=COTSTP4C","Defines CICS transaction identifier CCT4 bound to program COTSTP4C for the Test Program 4 functionality, with task data above the line (TASKDATAL=ANY) for 31-bit addressing. End users invoke this transaction by typing CCT4 on the CICS panel; CICS locates the bound program in group CARDDEMO and dispatches control. The bound program COTSTP4C has no source in app/cbl/, so this transaction will fail at runtime.",DEFINE TRANSACTION(CCT4) GROUP(CARDDEMO)\n                PROGRAM(COTSTP4C) TASKDATAL(ANY),N/A,156-157,Dangling Reference,N/A,HIGH SEVERITY: Source program COTSTP4C.cbl missing from app/cbl/ - registration cannot be honored at runtime; obtain source or remove DEFINE before deployment; Multi-program CALL chain via TRANSID dispatching - identify as microservice or Step Function boundary in target architecture
BR-CBADMCDJ-055,CBADMCDJ,55,JCL,DFHCSDUP,STEP1.SYSIN,DFHCSD,N/A (binary CSD VSAM file),N/A,SYSPRINT,N/A (formatted listing text),Reporting,N/A,Issues a verification listing of every resource currently defined in group CARDDEMO after all preceding DEFINE directives have run. The listing is written to SYSPRINT and serves as both an audit trail and an installer-confirmation artifact that all resources are present and have the expected attributes.,LIST   GROUP(CARDDEMO),N/A,159,CICS Resource Registration,N/A,None
BR-CBADMCDJ-056,CBADMCDJ,56,JCL,CBADMCDJ,JOB-END,N/A,N/A,N/A,N/A,N/A,Finalization,N/A,Closes the SYSIN in-stream control deck with /* and ends the job stream with the // delimiter. JES2 returns control to the spool and posts job completion. Operator review of SYSPRINT and any non-zero return codes from DFHCSDUP is the manual operational follow-up.,/*\n//\n//*,N/A,163-165,CICS Resource Registration,N/A,None
BR-CBADMCDJ-057,CBADMCDJ,57,COBOL,COSGN00C,PROGRAM-ID,N/A,N/A,N/A,N/A,N/A,Initialization,DFHCOMMAREA,"The COSGN00C COBOL program is the CICS pseudo-conversational Signon screen for the CardDemo application. It is invoked under transaction CC00 and validates user credentials against the USRSEC VSAM file before transferring control via XCTL to either the admin menu (COADM01C) or the user main menu (COMEN01C). The program copies COCOM01Y for the common communication area, CSUSR01Y for the user-security record, and CSDAT01Y for date/time formatting.",IDENTIFICATION DIVISION.\nPROGRAM-ID. COSGN00C.\nAUTHOR.     AWS.,N/A,22-24,User Authentication,N/A,None
BR-CBADMCDJ-058,CBADMCDJ,58,COBOL,COSGN00C,MAIN-PARA,COMMAREA,CDEMO-FROM-TRANID(PIC X(4))|CDEMO-FROM-PROGRAM(PIC X(8))|CDEMO-TO-TRANID(PIC X(4))|CDEMO-TO-PROGRAM(PIC X(8))|CDEMO-USER-ID(PIC X(8))|CDEMO-USER-TYPE(PIC X(1))|CDEMO-PGM-CONTEXT(PIC 9(1))|CDEMO-CUST-ID(PIC 9(9))|CDEMO-CUST-FNAME(PIC X(25))|CDEMO-CUST-MNAME(PIC X(25))|CDEMO-CUST-LNAME(PIC X(25))|CDEMO-ACCT-ID(PIC 9(11))|CDEMO-ACCT-STATUS(PIC X(1))|CDEMO-CARD-NUM(PIC 9(16))|CDEMO-LAST-MAP(PIC X(7))|CDEMO-LAST-MAPSET(PIC X(7)),162,COMMAREA,CDEMO-FROM-TRANID(PIC X(4))|CDEMO-FROM-PROGRAM(PIC X(8))|CDEMO-TO-TRANID(PIC X(4))|CDEMO-TO-PROGRAM(PIC X(8))|CDEMO-USER-ID(PIC X(8))|CDEMO-USER-TYPE(PIC X(1))|CDEMO-PGM-CONTEXT(PIC 9(1))|CDEMO-CUST-ID(PIC 9(9))|CDEMO-CUST-FNAME(PIC X(25))|CDEMO-CUST-MNAME(PIC X(25))|CDEMO-CUST-LNAME(PIC X(25))|CDEMO-ACCT-ID(PIC 9(11))|CDEMO-ACCT-STATUS(PIC X(1))|CDEMO-CARD-NUM(PIC 9(16))|CDEMO-LAST-MAP(PIC X(7))|CDEMO-LAST-MAPSET(PIC X(7)),Initialization,"EIBCALEN,EIBAID,CDEMO-USER-ID","Top-level routing paragraph. Clears the error flag, the working message, and the screen error message line. Determines whether this is a first-time entry (no commarea) or a re-entry from a previous pseudo-conversation, then dispatches based on the attention identifier (Enter, PF3, or any other key).",MAIN-PARA.\n    SET ERR-FLG-OFF TO TRUE\n    MOVE SPACES TO WS-MESSAGE\n                   ERRMSGO OF COSGN0AO,N/A,73-78,User Authentication,N/A,None
BR-CBADMCDJ-059,CBADMCDJ,59,COBOL,COSGN00C,MAIN-PARA - IF EIBCALEN=0,N/A,N/A,N/A,COSGN00,N/A (BMS symbolic map),Initialization,EIBCALEN,"On first-time entry (when no commarea has been received), the screen output area is cleared to low-values and the cursor is positioned on the User ID input field by setting its length indicator to -1. The empty signon screen is then sent to the user.",IF EIBCALEN = 0\n    MOVE LOW-VALUES TO COSGN0AO\n    MOVE -1       TO USERIDL OF COSGN0AI\n    PERFORM SEND-SIGNON-SCREEN,N/A,80-83,User Authentication,N/A,None
BR-CBADMCDJ-060,CBADMCDJ,60,COBOL,COSGN00C,MAIN-PARA - WHEN DFHENTER,N/A,N/A,N/A,N/A,N/A,Data-Validation,EIBAID,"On re-entry, when the user pressed the Enter key, the program performs the PROCESS-ENTER-KEY paragraph to validate user identifier and password. Validation outcomes are stored in the error flag and message-area fields for redisplay. If both fields pass validation, the program proceeds to authenticate against the User Security file; otherwise the screen is redisplayed with the specific error message and the cursor positioned at the offending field.",WHEN DFHENTER\n    PERFORM PROCESS-ENTER-KEY,N/A,86-87,User Authentication,N/A,None
BR-CBADMCDJ-061,CBADMCDJ,61,COBOL,COSGN00C,MAIN-PARA - WHEN DFHPF3,N/A,N/A,N/A,N/A,N/A,Finalization,EIBAID,"On re-entry, when the user pressed PF3 to exit, the program moves the standard ""Thank You"" exit message into the working storage and exits the session. Control then returns to the calling region with no preserved state beyond the goodbye message. This path is the user-initiated logoff entry point.",WHEN DFHPF3\n    MOVE CCDA-MSG-THANK-YOU        TO WS-MESSAGE\n    PERFORM SEND-PLAIN-TEXT,N/A,88-90,User Authentication,N/A,None
